Issue ID,Issue Name,Category,Severity,Status,Assignee,Date Reported,Date Resolved,Impact Score,Risk Level,KPI/KRI,Department Affected
CSA-968,Leverage seamless models,Risk Assessment_5,High,In Progress,Cory Nash,2024-04-20,,1.7,Medium,KRI,Penetration Testing Team
CSA-969,Visualize revolutionary systems,Impact Analysis,Low,Open,Audrey Levine,2024-08-04,,6.3,High,KPI,Software Development
CSA-970,Revolutionize cutting-edge vortals,Vulnerability Assessment,Low,Open,Eric Palmer,2024-07-16,,9.2,Low,KPI,Penetration Testing Team
CSA-971,Incentivize dynamic architectures,Asset Identification and Classification,Medium,Open,Kimberly Fischer,2024-05-28,,1.6,High,KPI,Legal and Compliance
CSA-972,Extend dot-com architectures,Director Review_1,Medium,In Progress,Katherine Curtis,2024-05-25,2024-08-13,6.4,Medium,KRI,Software Development
CSA-973,Mesh impactful synergies,Asset Identification and Classification,Critical,Resolved,Haley Banks,2024-02-16,2024-09-25,5.8,High,KPI,Penetration Testing Team
CSA-974,Disintermediate interactive supply-chains,Director Review_4,Medium,Open,Jill Rodriguez,2024-05-18,2024-04-17,9.6,Medium,KPI,IT Security
CSA-975,Syndicate collaborative markets,Risk Assessment_7,Medium,Open,Abigail Johnson,2024-03-12,,7.1,Low,KRI,Legal and Compliance
CSA-976,Synergize magnetic functionalities,Asset Identification and Classification,Medium,In Progress,Rhonda Jimenez,2024-01-04,2024-03-12,5.2,High,KPI,HR and User Awareness
CSA-977,Reinvent wireless models,Management Assessment,Low,Open,Misty Esparza,2024-03-12,,7.3,Medium,KRI,IT Operations
CSA-978,Reinvent front-end initiatives,Pen Test Review,High,Open,Heather Ward,2024-08-26,,7.9,Low,KRI,Penetration Testing Team
CSA-979,Target enterprise interfaces,Risk Assessment_2,Low,Resolved,Jim Nguyen,2024-05-24,,7.2,High,KRI,Procurement
CSA-980,Brand strategic web-readiness,Risk Assessment_6,Critical,In Progress,Amanda Murray,2024-03-17,2024-05-31,9.2,High,KRI,Cloud Infrastructure
CSA-981,Productize next-generation synergies,Director Review_3,Medium,Resolved,Samuel Carlson,2024-04-17,,9.6,Medium,KRI,Legal and Compliance
CSA-982,Enable seamless systems,Risk Assessment_2,Medium,Open,John Sherman,2024-02-22,2024-08-23,2.9,Low,KRI,Network Operations
CSA-983,Transition bricks-and-clicks convergence,Risk Assessment_7,Critical,Open,Wanda Munoz,2024-08-11,2024-08-29,4.9,Low,KPI,Software Development
CSA-984,Streamline viral paradigms,Cloud Assessment,Low,Open,Amanda Morrison,2024-09-03,,5.1,High,KRI,HR and User Awareness
CSA-985,Optimize cross-platform architectures,Pen Test Review,Critical,Resolved,Brittany Osborne,2024-02-28,,3.7,Low,KRI,Software Engineering
CSA-986,Visualize mission-critical niches,Risk Assessment_4,Low,In Progress,Matthew Martinez,2024-07-26,,5.6,High,KRI,IT Security
CSA-987,Enhance transparent convergence,Risk Assessment_5,Medium,In Progress,Brandi Bell,2024-05-20,,7,Medium,KRI,Legal and Compliance
CSA-988,Matrix strategic synergies,Risk Assessment_1,High,Open,Jack Jones,2024-07-03,2024-06-21,8.1,Medium,KPI,Software Engineering
CSA-989,Architect value-added platforms,Procurement Review,High,Open,Kimberly Sanford,2024-05-01,2024-03-21,5.3,Low,KRI,Network Operations
CSA-990,E-enable e-business models,Director Review_1,Medium,Open,Christopher Davis,2024-01-19,,3.9,Medium,KRI,Risk and Compliance
CSA-991,Redefine next-generation infrastructures,Risk Assessment_1,Low,Open,David Lynch,2024-09-17,2024-02-23,4.5,High,KPI,Network Operations
CSA-992,Re-contextualize proactive action-items,Procurement Review,Low,In Progress,Stacy Moreno,2024-05-19,2024-08-06,9.5,Low,KPI,Penetration Testing Team
CSA-993,Facilitate strategic infrastructures,Control Risk Assessment,Medium,In Progress,Steven Brown,2024-07-30,2024-08-19,4,Medium,KPI,IT Operations
CSA-994,Re-contextualize b2b e-commerce,Director Review_4,High,Open,Austin Ochoa,2024-10-13,,1.5,Medium,KPI,IT Operations
CSA-995,Transform magnetic solutions,Pen Test Review,Medium,Resolved,Elizabeth Moore,2024-06-22,,2.5,High,KPI,Risk and Compliance
CSA-996,Engineer back-end experiences,Director Review_6,Low,Resolved,Rachel Thompson,2024-10-04,,9.9,High,KRI,Procurement
CSA-997,Re-contextualize innovative e-commerce,Legal Assessment,High,In Progress,Miranda Holland,2024-07-26,,4.7,Low,KPI,Legal and Compliance
CSA-998,Benchmark bricks-and-clicks partnerships,Business Assessment,Low,Resolved,David Blankenship,2024-05-08,,5.7,High,KRI,Software Engineering
CSA-999,Maximize b2c users,Director Review_4,High,Resolved,Adam Webster,2024-07-01,,5.8,High,KRI,Procurement
CSA-1000,Disintermediate visionary technologies,Application Security Assessment,High,In Progress,Connor Yates,2024-03-19,2024-09-08,1.9,High,KRI,Penetration Testing Team
